id,prophetId,courseName,horoscopeMethodId,horoscopeSector,durationMin,price,isActive,createdAt,updatedAt
65e4d7d1-2176-40,d607bde2-3415-42,Phased global encoding,4,love,30,844.84,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c2bc05d0-63da-40,9c58e4fd-e9d7-4f,Digitized executive solution,7,luck,60,881.38,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
52bdccdd-7dd9-43,6b118fcb-2c99-4f,Virtual reciprocal solution,7,study,45,804.09,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7b56adc1-b606-4e,2ca36413-47f5-47,Profound impactful product,6,money,60,497.29,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e2cde89d-27a7-44,39abaff9-ae3b-4d,Re-contextualized actuating capacity,5,family,45,716.91,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
3d010fe5-347b-43,96d87e4c-35e2-43,Re-contextualized tangible focus group,9,luck,30,667.2,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
1a3fb14d-23e8-4c,313c2d1a-5c04-41,Reactive 6thgeneration extranet,2,luck,60,922.72,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e8bf3ee5-b166-4c,27843135-4d20-4d,Extended composite project,9,work,30,818.75,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
6d0efab6-0212-44,1e693863-f511-43,Exclusive interactive infrastructure,1,love,45,390.32,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
84315343-59d2-45,ac0d5941-8612-4f,Reactive modular array,7,money,45,592.15,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e7089bbc-43ea-48,0066c7ef-0889-4b,Programmable composite throughput,3,family,30,893.59,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
8b0e8f53-b99d-4e,84fcacb9-def8-40,Ameliorated fresh-thinking Graphical User Interface,3,family,60,358.91,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
5852ef37-6b9c-41,bb8d4798-fd1b-4b,Realigned coherent circuit,9,family,30,957.58,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
75080497-997d-44,22b1588a-2a5b-46,Persevering solution-oriented knowledge user,7,love,30,789.58,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c699be69-dba0-4a,39abaff9-ae3b-4d,Profit-focused multimedia monitoring,8,family,60,839.98,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
fa550473-d3f7-42,96d87e4c-35e2-43,Streamlined holistic superstructure,7,luck,30,387.96,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
882ed8a2-1ec2-46,833036f0-f38c-4d,User-centric eco-centric structure,6,money,30,931.79,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
9f2576fb-fc60-4d,a31cc505-4e90-48,Reactive upward-trending collaboration,6,study,30,886.95,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
df9621f7-f951-47,1a402e50-5027-42,Networked 3rdgeneration website,2,work,45,653.25,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
be5a0412-2650-4e,bb8d4798-fd1b-4b,Organized needs-based success,1,family,60,590.05,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c533bb10-8fd7-4e,ac0d5941-8612-4f,Secured value-added software,5,work,45,627.52,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
daa0b325-ac06-43,0f34b205-5a02-4f,Re-contextualized tangible synergy,1,money,30,926.41,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e90eb6d3-5613-4c,405e722f-93f4-48,Operative asymmetric utilization,7,love,30,400.56,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
16424c22-b0c4-45,bb8d4798-fd1b-4b,Synergistic asymmetric matrix,3,money,60,337.66,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
478e25e7-947f-45,0f34b205-5a02-4f,Grass-roots secondary Graphic Interface,8,work,45,536.5,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
544d6ed4-e723-44,d4fc718f-554b-41,Synchronized discrete database,1,family,45,945.82,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4b370e65-0a45-48,405e722f-93f4-48,Open-source actuating circuit,9,study,60,868.41,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c6e13b07-093a-4d,7d762c46-b2e7-42,Object-based actuating firmware,3,work,60,421.8,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
74cf5f9e-0563-45,5ce6b2bc-6390-41,Seamless explicit model,7,luck,30,827.11,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
76e2139c-a457-4b,390982ee-b67e-42,Robust optimal software,3,luck,30,637.74,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
79844262-c12c-44,6b118fcb-2c99-4f,Synchronized discrete service-desk,7,love,30,631.75,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
9671a4fe-cec1-4a,390982ee-b67e-42,Persevering fault-tolerant ability,3,family,30,390.04,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
d7f0de8e-9124-41,68c348c0-1933-48,Phased systemic ability,6,love,60,365.25,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c20fc3b9-c39c-4f,d4fc718f-554b-41,Phased multi-state structure,9,luck,60,621.52,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
adca2d46-ca31-40,f42a236a-9304-4a,Synchronized homogeneous instruction set,9,family,45,610.9,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4ddb6f84-a667-44,d5273f14-d499-4a,Ergonomic zero-defect concept,2,money,60,771.38,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
0e22c523-e490-4d,1f83dc79-ba4f-4e,Customer-focused 4thgeneration Graphical User Interface,9,love,60,525.93,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
fec55af0-9a68-41,dc1f17c2-7de6-4a,Multi-tiered radical focus group,3,money,45,324.65,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7f9bdcd5-2af0-43,d12cec47-9d83-49,User-friendly systemic knowledgebase,10,family,60,861.71,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
53922d00-0a10-44,7f6b4815-1b8f-4c,Fully-configurable 6thgeneration forecast,5,family,30,896.21,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c4ecf909-374b-49,313c2d1a-5c04-41,Open-source bi-directional knowledge user,5,money,30,545.98,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
356f64df-86bd-45,27843135-4d20-4d,Cross-group high-level hierarchy,1,love,60,572.2,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
bed42b62-a140-46,ba255008-4d11-43,User-friendly local emulation,3,work,60,948.69,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
21bb7ec5-1952-41,7ae7c921-b2e0-42,Exclusive even-keeled architecture,2,study,60,521.9,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c2cda6d2-d490-4b,0066c7ef-0889-4b,Pre-emptive grid-enabled analyzer,5,money,45,474.35,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
9f375f39-e3d0-4a,bb8d4798-fd1b-4b,Managed demand-driven Graphical User Interface,8,work,45,875.27,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
72053bba-36c6-42,7f6b4815-1b8f-4c,Digitized real-time adapter,3,work,30,746.66,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
5ba00c4e-b672-46,d6bbb276-3c6d-47,Upgradable bifurcated customer loyalty,2,work,30,453.17,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
cfba6421-2be2-46,390982ee-b67e-42,Re-engineered disintermediate implementation,1,family,45,535.28,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7bd849ad-8cce-4b,bb8d4798-fd1b-4b,Multi-tiered secondary moderator,2,luck,45,918.57,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
8ef589f6-d115-4d,f8cb1f0e-0269-4b,Triple-buffered human-resource support,2,family,45,867.88,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
65e9b710-46b3-43,5056ff22-f4f0-42,Reverse-engineered leadingedge approach,3,money,30,818.99,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
939eb113-85b4-4b,d5273f14-d499-4a,Intuitive fault-tolerant installation,9,work,45,364.7,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
02904980-041c-44,6b118fcb-2c99-4f,Expanded analyzing hierarchy,6,work,60,341.78,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
d6b52a1e-fa18-4a,1f83dc79-ba4f-4e,Fundamental system-worthy strategy,8,love,60,370.62,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
896af145-eb01-47,22b1588a-2a5b-46,Mandatory national Local Area Network,2,study,60,780.6,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
27a58dfe-4dd0-4a,7ddb80ea-95d4-4d,Cross-platform intermediate focus group,9,love,30,734.69,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
eb4a2d1a-f063-44,dc1f17c2-7de6-4a,Stand-alone holistic parallelism,2,love,45,995.28,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4b61a5c1-f8bf-44,a31cc505-4e90-48,Vision-oriented logistical Local Area Network,2,work,60,806.2,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
393db277-681c-48,a30174b8-6960-45,Open-architected demand-driven website,8,family,45,366.14,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
8fecdebc-b34b-4a,6223db46-816f-49,Enhanced even-keeled time-frame,5,study,60,410.52,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
78cd04ae-af24-4d,bb8d4798-fd1b-4b,Multi-layered responsive frame,1,money,60,915.21,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
677f134d-973a-40,d607bde2-3415-42,Team-oriented reciprocal migration,5,family,60,749.8,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4d6bbdbe-5f3f-4b,d12cec47-9d83-49,Persevering homogeneous hardware,9,work,45,680.74,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
83206526-47c9-4d,f8cb1f0e-0269-4b,Profound bifurcated hierarchy,6,work,45,897.8,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
1e1d1344-3d4e-42,39abaff9-ae3b-4d,Re-contextualized even-keeled workforce,6,family,45,511.59,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
3d350430-796b-4f,5947520e-9b63-4b,Organic reciprocal open system,7,study,30,611.95,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
6f1fcc84-1f07-41,14138ea6-fc19-4c,Seamless hybrid encoding,1,luck,60,420.6,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
eae93928-23dd-48,11f966fb-e735-43,Devolved dedicated hierarchy,6,money,45,594.63,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c3d44d84-fea0-4e,6223db46-816f-49,Sharable modular Graphic Interface,4,study,60,502.66,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e7ede066-d696-43,14138ea6-fc19-4c,Polarized zero tolerance website,4,family,30,362.87,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
a8a62d84-1d1c-41,39abaff9-ae3b-4d,Profound bandwidth-monitored encoding,5,luck,45,650.24,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
5c698488-8eae-4d,b542008f-0057-42,Operative mission-critical hierarchy,5,love,30,957.33,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
a3f28814-ad8f-4e,d607bde2-3415-42,Realigned dedicated installation,1,love,60,542.7,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
80e646ea-ea00-40,0ef72fb9-a3c6-46,Synergized bottom-line solution,10,love,30,581.03,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
eba2ae06-21f6-4d,27843135-4d20-4d,Stand-alone high-level alliance,10,work,45,632.76,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
b01012ae-5c41-48,bb8d4798-fd1b-4b,Devolved cohesive core,2,luck,30,909.82,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
b590db77-36b2-4b,bb8d4798-fd1b-4b,Streamlined maximized instruction set,6,luck,45,837.61,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
8d172d47-bab8-4c,7f6b4815-1b8f-4c,Quality-focused 6thgeneration Graphical User Interface,1,study,30,344.78,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
17d83d52-e141-4e,7ae7c921-b2e0-42,Extended 6thgeneration migration,6,family,60,534.47,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
f8d25d00-dc99-43,8c40c758-58c2-44,Reverse-engineered next generation contingency,8,luck,30,413.85,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
39777116-cec1-44,390982ee-b67e-42,Enterprise-wide reciprocal data-warehouse,4,study,45,449.65,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
109a159f-219c-4b,ba255008-4d11-43,Business-focused tertiary utilization,5,money,45,369.54,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7e0aaaf4-2301-47,8c40c758-58c2-44,Grass-roots real-time info-mediaries,5,luck,60,756.8,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
9fc43272-4c64-43,7ddb80ea-95d4-4d,Distributed 6thgeneration functionalities,1,work,45,599.76,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
3f39f377-4ad0-4c,d0420a56-8a8c-4c,Pre-emptive neutral knowledgebase,4,money,30,932.56,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
1d0e36f1-d8d5-49,7f6b4815-1b8f-4c,Object-based heuristic standardization,4,luck,30,826.96,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
a6e4e1c6-cd29-46,0f34b205-5a02-4f,Decentralized scalable emulation,5,love,30,790.72,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
bb67df0e-cfec-4d,390982ee-b67e-42,Cloned modular task-force,4,family,45,471.69,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e8cbc2ae-a6ca-45,d6bbb276-3c6d-47,Assimilated zero-defect software,1,work,45,440.4,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
a8289291-d1dc-43,27843135-4d20-4d,Compatible object-oriented hardware,9,study,60,455.96,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
f7b5bde7-a8cc-49,6223db46-816f-49,Cross-group didactic process improvement,8,family,60,732.01,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
eea77c35-e4ba-4b,0066c7ef-0889-4b,Managed tangible knowledgebase,8,luck,60,725.51,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
5ef4768d-6a55-40,1f83dc79-ba4f-4e,Exclusive multi-state array,4,work,60,511.07,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
89580e9b-8f80-47,f8cb1f0e-0269-4b,Public-key object-oriented instruction set,4,luck,45,561.32,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
df7b2c9c-ae4c-41,d5273f14-d499-4a,Inverse mobile info-mediaries,4,love,60,368.83,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
dcf45e1d-69b6-4f,7ddb80ea-95d4-4d,Networked web-enabled strategy,7,love,60,411.63,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
e0d9ac9c-da7f-4a,39abaff9-ae3b-4d,Quality-focused analyzing software,8,work,60,797.04,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
5519ea4e-7bef-49,2ca36413-47f5-47,Implemented uniform database,4,love,60,867.83,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
9e9a2ef0-3ebc-4a,ba255008-4d11-43,Versatile maximized middleware,10,luck,60,827.1,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
70e9fea5-76db-4a,bb8d4798-fd1b-4b,Reverse-engineered tangible software,9,love,30,424.92,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
d675f465-8330-46,6223db46-816f-49,Multi-tiered 4thgeneration instruction set,1,family,45,876.9,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4bc3f1ea-b428-41,3ffa154e-b414-46,Managed zero tolerance time-frame,8,work,60,739.32,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
d4380e31-2aba-40,6223db46-816f-49,Visionary homogeneous time-frame,5,work,30,770.71,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7abf1b46-d63a-4e,96d87e4c-35e2-43,Stand-alone impactful service-desk,1,luck,60,932.89,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
dabb7411-e4be-40,7d762c46-b2e7-42,Polarized coherent structure,9,love,45,710.04,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
d7ea9c98-abb7-4f,2ca36413-47f5-47,Right-sized explicit neural-net,4,work,30,921.57,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
0a83ad95-38bc-47,5ce6b2bc-6390-41,Inverse clear-thinking benchmark,4,luck,45,914.1,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
c9bb3a30-35b1-48,39abaff9-ae3b-4d,User-friendly tangible system engine,9,money,45,434.01,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
76112799-5d91-40,14138ea6-fc19-4c,Total real-time infrastructure,10,family,30,914.39,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
48764453-4568-47,11f966fb-e735-43,Open-architected uniform attitude,2,work,30,981.73,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
62501e27-873f-43,9c58e4fd-e9d7-4f,Enhanced discrete utilization,4,study,45,470.21,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
71f95acb-1982-4c,7ae7c921-b2e0-42,Cross-platform context-sensitive architecture,10,work,60,946.79,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
4a04fafa-23f1-48,14138ea6-fc19-4c,User-centric 4thgeneration portal,3,luck,60,629.67,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
6e8f46ba-023c-40,7ddb80ea-95d4-4d,Inverse client-server moderator,8,money,30,561.83,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
418639fc-cb06-49,5947520e-9b63-4b,Reactive multi-tasking concept,2,study,30,342.45,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
74137262-f669-42,390982ee-b67e-42,Enterprise-wide intermediate software,8,luck,45,384.7,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
771763f2-6fc6-4a,405e722f-93f4-48,Function-based secondary frame,8,luck,30,403.93,False,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
810cac16-d347-48,ba255008-4d11-43,Digitized exuding application,3,family,45,934.89,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
7ab8076b-fba3-4c,562ec9b0-fc33-45,Cross-group analyzing infrastructure,2,work,30,691.38,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
ee94a448-4a38-46,5ce6b2bc-6390-41,Optional national monitoring,5,study,60,817.7,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
a03cc090-0730-47,0f34b205-5a02-4f,Progressive national info-mediaries,10,family,60,880.33,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
37d14597-1387-49,8b09ec91-84bd-41,Open-source upward-trending hardware,3,work,45,531.63,True,2025-08-23T15:28:16.091Z,2025-08-23T15:28:16.091Z
