id,account_id,birth_date,birth_time,zodiac_sign,created_at,updated_at,is_public
93827159028842ca,6084ffc35a4f42c3,1984-12-13,02:10:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
2a632b23a15f4b13,cef73c4fb4304c38,1963-09-01,22:46:00,CANCER,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
58b32fa3dcdf4e40,153159b2f638418d,1995-12-22,03:45:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
d9f481d4f94b417c,9d7ebacea6d1448b,1991-07-19,06:10:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
6350d16ff07a461a,d32e16bff0f44fc2,1985-03-15,04:39:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
16574c9a7e044822,0bf31e16532d4047,1998-06-05,04:09:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
7a95e4bd1cbf4446,76f9751e9a374fa2,1969-11-12,12:22:00,CANCER,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
ffa622e9f00b431b,e2f7da0684404e23,1964-03-08,19:29:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
e660dc59468b4fbe,f7a46544605c404e,1971-03-16,01:24:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
074294058f0848c2,8b0c9ed67b2f44e1,1965-04-19,01:45:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
19a47c188ba244e5,d7f586b1967844cb,1975-01-28,20:47:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
01d269db9c9b4010,093220a1207a4cde,1972-04-27,09:01:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
840ac0b74d594e03,08b5b395fd9a44d1,1964-07-26,15:47:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
08f0040144324c5a,391aa36718474ba5,1999-11-24,07:06:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
b9108b3b5ce04043,39834c86f4d14e66,1997-07-10,16:56:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
14f288a3ea2a4003,ff8c5593b7e54f12,1951-07-20,23:04:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
e8f7bd1e31f64683,0110d11d41a84694,1977-09-09,18:59:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
a6c179484737432b,6e4e9aa0c1fd490e,1953-09-17,14:33:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
b220cf66241f400f,352605b70d5c47c2,1962-11-10,09:13:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
dd3eb139abb94f67,33d0aba0600c4296,1996-07-15,17:28:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
ca7cc410f70a41e9,30f16daeb1cc409c,1952-11-07,08:11:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
8d77786676d14998,a5f9694146ff4c58,1985-08-07,13:46:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
cb3d0162775f4131,35577767eee446a8,1962-11-21,17:45:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
f5c4088184fe403a,281ee992d96c420c,1994-04-06,08:43:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
a83cc3d3b8ec41da,2688a79484154e6a,1955-11-09,08:25:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
401c2572de7a4553,f7eb0e70f4f747a9,1991-08-02,01:04:00,LEO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
f830d76a7e354511,5ed1130e8ed24b9f,1951-10-26,21:00:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
718ed5555a4f4231,c8156ef638754d2b,1974-03-21,06:27:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
38ef21b2fdb94bf2,bec4f9161ce04946,1964-08-16,17:56:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
748477afb0fa4dd5,f5ff831616f84efb,1956-12-21,10:27:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
10b85d56e3ca47c3,c6f90197c65c47ea,1958-02-02,00:17:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
6a00f2a71673413b,a3e1d31d12e94153,1958-05-27,16:31:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
04810cbce1c64b4c,241058ca76304b99,1998-04-06,21:55:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
baddad61216a418e,33b19231d14f49ce,1957-11-23,19:09:00,ARIES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
0d35dd1a09e64bbc,1f8f71710fff4324,1978-12-25,02:03:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
f3250cf0ab604f1a,490fa028413e44d8,1967-03-10,17:35:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
2c81faeea93b4d4a,663d974a85514006,1962-04-10,19:29:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
f685c5d3e0484ab4,44b72dcbd1164366,2005-12-20,19:32:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
e8152ea99bac4722,1224f56f1e8f4e79,1986-12-16,16:51:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
f64a7d1c3fc44338,e48a9ba7d8254b40,1955-09-18,01:11:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
020c3348ecea4777,e53e79d3ea684499,1982-08-08,17:28:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
bb23adc5b52f40ea,70096f5aca9d4b4a,1959-03-28,11:51:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
f8415c4ff7a5499a,babfb304229e420a,1983-11-10,23:49:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
45d9f12d7cfb48a1,bdc659d3d2054a11,1980-09-08,15:22:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
4d7b6771636040e3,474a1ada37f34197,1984-05-09,16:02:00,ARIES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
9dee21f281ca454d,e962097e03214d20,1983-11-09,07:12:00,LEO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
a031b2d0ef8143b2,59ada8fdfa2b4fd1,1963-05-09,13:48:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
aec9a3e7b4c946dc,70a3677b4e0a4916,2002-09-03,01:01:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
803598684baf4d96,da29c9d35e384405,1970-09-08,09:04:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
bd6272e9fe9b4c6b,d29c75eb11744228,1950-09-27,09:44:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
4619c6e0e3ce4d0d,86f5a0706d47485a,2002-01-16,20:36:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
7a1d58e174474cfb,f48514ba7cc845d2,1993-03-19,22:02:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
2bd71c8a66ca41f4,f604a7e868194521,1989-12-27,09:19:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
1243a60174944a8e,694ba94516ee4302,1979-02-16,05:17:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
1dcd020a192f4b41,6b218c2a8b4a4886,1973-10-08,17:24:00,CAPRICORN,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
7160c33dce89491a,3f6a16144eda4c22,1980-06-26,09:43:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
b893402620d04073,32e25bedd9e14621,1983-12-19,09:03:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
2098b7ec6c414c77,c08459e06b5a4e63,2003-08-21,01:16:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
b2c61a54672f40d6,7ab541a917224ffa,1990-06-18,18:52:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
b0e3f497b1464f93,d463af0e54dd4d47,1962-04-06,20:29:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
a39b50f8e20f4dc9,ae3f1cef481f483d,1973-07-03,14:51:00,TAURUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
d215e1ee0e5f49c9,b3a7bc55aea740d2,1955-06-13,23:24:00,ARIES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
2c4ebe0814b94cf3,20ef13923dd8474b,1962-10-08,00:59:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
73905d39ac6e4c7d,7bcac0d60c76428f,1950-08-01,07:19:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
6fc91042f503417f,06ec0db7aee84690,1956-08-09,09:26:00,LIBRA,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
c2b02c9560814274,693a74aab0074ff5,1960-07-08,02:19:00,LEO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
b98d781d50894f8b,faef0e72323746fe,1983-02-01,10:41:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
dcc786af5f0d43b1,feee347b7f914220,1960-08-01,10:01:00,CANCER,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
20a6c9df8ae84b52,7e3e267eb2824bc3,1981-03-08,02:20:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
6f9d5b9e0f6c4d79,4d9a21afa523408e,1994-10-17,00:25:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
7e48692a8dcb48e0,49119d8ce08644aa,1953-10-11,04:32:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
e4ba53d682f24721,fc96417685f24842,2004-05-01,22:33:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
90bcac6420924b44,2e56c8c3f7504477,1999-06-07,05:48:00,PISCES,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
cfe7446dd35149ec,5a8e6e77ddea4626,1958-06-02,03:39:00,AQUARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
fbc61b1efdeb471b,908d3a5df0104796,1989-11-24,15:09:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
755677b8249a4e36,6b4edc3a9ee540ba,1950-03-02,01:17:00,VIRGO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
38b3312c2c154c36,63a02a2c300e4e42,1991-10-22,12:01:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
b73ef365b13a4160,477e631b69274bc1,1967-02-08,16:43:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,False
a29263f899cc49c6,014abba742084af3,1978-02-02,03:43:00,SCORPIO,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
f4bcd7a4663249a6,285b8bd9a2ff4cc6,1970-08-16,12:45:00,GEMINI,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
355d38e1ce304cbe,e2929c9206e24227,1997-07-17,15:27:00,SAGITTARIUS,2025-08-27T04:19:12.359035+00:00,2025-08-27T04:19:12.359035+00:00,True
